Order ID,Order Date,Ship Date,Ship Mode,Region,Category,Sub-Category,Sales,Discount,Profit,Delivery Days,,,,,
CA-2014-126193,07/09/2014,14/09/2014,Standard Class,Central,Office Supplies,Fasteners,13.16,0.2,4.1125,7,,,,,
CA-2017-114216,02/09/2017,06/09/2017,Standard Class,East,Office Supplies,Paper,12.192,0.2,4.1148,4,,,,,
CA-2016-154711,22/11/2016,26/11/2016,Standard Class,East,Office Supplies,Binders,12.192,0.2,4.1148,4,,,,,
CA-2016-149783,04/09/2016,07/09/2016,Second Class,South,Office Supplies,Paper,12.192,0.2,4.1148,3,,,,,
CA-2015-158554,09/11/2015,09/11/2015,Same Day,East,Office Supplies,Paper,11.352,0.2,4.1151,0,,,,,
CA-2014-168823,21/09/2014,24/09/2014,First Class,East,Office Supplies,Paper,11.352,0.2,4.1151,3,,,,,
CA-2017-137001,10/06/2017,13/06/2017,Second Class,West,Office Supplies,Art,14.7,0,4.116,3,,,,,
CA-2015-122406,02/08/2015,05/08/2015,Second Class,East,Office Supplies,Paper,8.4,0,4.116,3,,,,,
CA-2015-129917,02/10/2015,03/10/2015,First Class,West,Office Supplies,Binders,11.808,0.2,4.1328,1,,,,,
CA-2017-137582,04/09/2017,08/09/2017,Standard Class,West,Office Supplies,Binders,11.808,0.2,4.1328,4,,,,,
CA-2016-149111,17/04/2016,21/04/2016,Second Class,South,Technology,Phones,36.792,0.2,4.1391,4,,,,,
CA-2017-115805,31/07/2017,31/07/2017,Same Day,Central,Technology,Phones,36.792,0.2,4.1391,0,,,,,
CA-2017-158743,20/10/2017,27/10/2017,Standard Class,South,Office Supplies,Art,13.36,0,4.1416,7,,,,,
CA-2017-114552,02/09/2017,08/09/2017,Standard Class,East,Furniture,Furnishings,15.072,0.2,4.1448,6,,,,,
CA-2017-134306,08/07/2017,12/07/2017,Standard Class,East,Office Supplies,Art,12.96,0,4.1472,4,,,,,
CA-2015-115938,26/06/2015,30/06/2015,Standard Class,South,Office Supplies,Storage,15.42,0,4.1634,4,,,,,
US-2016-139087,17/07/2016,22/07/2016,Second Class,West,Office Supplies,Binders,12.816,0.2,4.1652,5,,,,,
CA-2016-141957,21/07/2016,21/07/2016,Same Day,East,Office Supplies,Storage,66.688,0.2,4.168,0,,,,,
CA-2014-139451,12/10/2014,16/10/2014,Standard Class,West,Office Supplies,Art,14.9,0,4.172,4,,,,,
CA-2016-156251,13/08/2016,18/08/2016,Second Class,Central,Office Supplies,Binders,8.52,0,4.1748,5,,,,,
CA-2017-141747,03/08/2017,08/08/2017,Second Class,West,Office Supplies,Storage,16.06,0,4.1756,5,,,,,
CA-2015-116092,15/02/2015,18/02/2015,Second Class,West,Office Supplies,Binders,11.52,0.2,4.176,3,,,,,
CA-2017-119746,23/11/2017,27/11/2017,Standard Class,Central,Office Supplies,Labels,11.52,0.2,4.176,4,,,,,
CA-2017-152079,20/01/2017,21/01/2017,First Class,Central,Office Supplies,Labels,11.52,0.2,4.176,1,,,,,
CA-2017-134649,26/01/2017,31/01/2017,Second Class,South,Office Supplies,Art,15.47,0,4.1769,5,,,,,
US-2016-114888,19/09/2016,24/09/2016,Second Class,West,Office Supplies,Binders,11.952,0.2,4.1832,5,,,,,
CA-2015-168207,02/11/2015,06/11/2015,Standard Class,West,Office Supplies,Binders,11.952,0.2,4.1832,4,,,,,
CA-2017-156776,07/08/2017,11/08/2017,Standard Class,West,Office Supplies,Binders,11.952,0.2,4.1832,4,,,,,
CA-2014-168592,08/09/2014,14/09/2014,Standard Class,West,Office Supplies,Storage,14.97,0,4.1916,6,,,,,
US-2016-117793,23/08/2016,29/08/2016,Standard Class,Central,Office Supplies,Storage,14.97,0,4.1916,6,,,,,
CA-2017-130841,28/07/2017,01/08/2017,Standard Class,West,Office Supplies,Storage,14.98,0,4.1944,4,,,,,
CA-2014-123127,08/09/2014,12/09/2014,Standard Class,East,Office Supplies,Appliances,16.78,0,4.195,4,,,,,
CA-2017-164917,02/12/2017,07/12/2017,Standard Class,South,Office Supplies,Art,47.96,0.2,4.1965,5,,,,,
CA-2014-156244,12/08/2014,16/08/2014,Standard Class,South,Office Supplies,Art,47.96,0.2,4.1965,4,,,,,
CA-2016-109827,25/12/2016,01/01/2017,Standard Class,West,Furniture,Chairs,47.968,0.2,4.1972,7,,,,,
CA-2014-108903,03/10/2014,03/10/2014,Same Day,East,Office Supplies,Art,55.984,0.2,4.1988,0,,,,,
CA-2015-104115,12/06/2015,16/06/2015,Standard Class,South,Technology,Phones,55.984,0.2,4.1988,4,,,,,
CA-2017-100622,03/11/2017,07/11/2017,Standard Class,South,Office Supplies,Art,55.984,0.2,4.1988,4,,,,,
CA-2015-102260,22/09/2015,26/09/2015,Standard Class,South,Office Supplies,Labels,12,0.2,4.2,4,,,,,
CA-2017-167080,10/06/2017,14/06/2017,Standard Class,East,Office Supplies,Art,8.4,0,4.2,4,,,,,
CA-2017-100237,15/10/2017,19/10/2017,Standard Class,West,Office Supplies,Art,11.68,0,4.2048,4,,,,,
CA-2017-159604,14/04/2017,15/04/2017,First Class,Central,Office Supplies,Binders,8.76,0,4.2048,1,,,,,
CA-2016-121755,16/01/2016,20/01/2016,Second Class,West,Office Supplies,Binders,11.648,0.2,4.2224,4,,,,,
US-2017-163790,02/11/2017,04/11/2017,Second Class,West,Office Supplies,Art,8.8,0,4.224,2,,,,,
CA-2016-161676,18/07/2016,23/07/2016,Standard Class,West,Office Supplies,Supplies,33.8,0.2,4.225,5,,,,,
US-2014-112991,10/12/2014,14/12/2014,Standard Class,West,Furniture,Chairs,338.352,0.2,4.2294,4,,,,,
CA-2015-106978,28/09/2015,04/10/2015,Standard Class,West,Office Supplies,Envelopes,12.536,0.2,4.2309,6,,,,,
CA-2014-127131,24/11/2014,30/11/2014,Standard Class,West,Office Supplies,Binders,12.096,0.2,4.2336,6,,,,,
CA-2017-135279,09/04/2017,11/04/2017,First Class,East,Office Supplies,Labels,8.64,0,4.2336,2,,,,,
CA-2015-165057,11/09/2015,15/09/2015,Standard Class,West,Office Supplies,Labels,8.64,0,4.2336,4,,,,,
CA-2015-165624,23/08/2015,28/08/2015,Standard Class,South,Office Supplies,Labels,8.64,0,4.2336,5,,,,,
CA-2017-122490,13/11/2017,18/11/2017,Standard Class,West,Office Supplies,Labels,8.64,0,4.2336,5,,,,,
CA-2017-122770,13/12/2017,18/12/2017,Standard Class,West,Office Supplies,Labels,8.64,0,4.2336,5,,,,,
CA-2016-123533,24/11/2016,30/11/2016,Standard Class,South,Office Supplies,Appliances,42.384,0.2,4.2384,6,,,,,
CA-2014-166457,05/05/2014,09/05/2014,Second Class,South,Office Supplies,Paper,9.42,0,4.239,4,,,,,
CA-2017-155292,30/10/2017,01/11/2017,First Class,South,Office Supplies,Storage,105.98,0,4.2392,2,,,,,
CA-2015-102015,12/09/2015,18/09/2015,Standard Class,East,Office Supplies,Storage,105.98,0,4.2392,6,,,,,
CA-2016-106915,26/11/2016,02/12/2016,Standard Class,Central,Office Supplies,Art,17.856,0.2,4.2408,6,,,,,
CA-2017-147228,09/09/2017,14/09/2017,Standard Class,South,Furniture,Furnishings,14.136,0.2,4.2408,5,,,,,
CA-2017-121293,25/07/2017,28/07/2017,Second Class,East,Office Supplies,Supplies,37.752,0.2,4.2471,3,,,,,
US-2017-110604,15/05/2017,20/05/2017,Standard Class,West,Furniture,Chairs,42.624,0.2,4.2624,5,,,,,
CA-2014-126361,04/08/2014,09/08/2014,Second Class,West,Office Supplies,Art,16.4,0,4.264,5,,,,,
CA-2016-144540,05/09/2016,10/09/2016,Standard Class,Central,Office Supplies,Fasteners,28.44,0.2,4.266,5,,,,,
CA-2017-117240,23/07/2017,28/07/2017,Standard Class,East,Office Supplies,Binders,13.128,0.2,4.2666,5,,,,,
CA-2017-108441,12/06/2017,18/06/2017,Standard Class,East,Office Supplies,Binders,13.128,0.2,4.2666,6,,,,,
CA-2014-112326,04/01/2014,08/01/2014,Standard Class,Central,Office Supplies,Labels,11.784,0.2,4.2717,4,,,,,
CA-2017-112515,17/09/2017,21/09/2017,Second Class,West,Office Supplies,Binders,11.784,0.2,4.2717,4,,,,,
US-2015-158911,05/07/2015,11/07/2015,Standard Class,South,Office Supplies,Labels,11.784,0.2,4.2717,6,,,,,
CA-2014-145387,31/10/2014,02/11/2014,Second Class,East,Furniture,Furnishings,14.76,0,4.2804,2,,,,,
US-2016-116442,15/12/2016,22/12/2016,Standard Class,West,Furniture,Furnishings,14.76,0,4.2804,7,,,,,
US-2016-147711,03/09/2016,08/09/2016,Second Class,East,Furniture,Furnishings,14.76,0,4.2804,5,,,,,
US-2017-135503,10/12/2017,15/12/2017,Standard Class,South,Furniture,Furnishings,14.76,0,4.2804,5,,,,,
CA-2017-106964,17/12/2017,20/12/2017,First Class,West,Office Supplies,Binders,11.808,0.2,4.2804,3,,,,,
CA-2015-114069,13/07/2015,15/07/2015,Second Class,East,Office Supplies,Binders,11.808,0.2,4.2804,2,,,,,
US-2016-135923,22/01/2016,28/01/2016,Standard Class,South,Furniture,Furnishings,14.272,0.2,4.2816,6,,,,,
CA-2014-158372,10/11/2014,16/11/2014,Standard Class,West,Technology,Accessories,10.99,0,4.2861,6,,,,,
US-2015-130491,08/02/2015,11/02/2015,First Class,Central,Office Supplies,Paper,9.54,0,4.293,3,,,,,
CA-2017-122077,19/05/2017,25/05/2017,Standard Class,Central,Office Supplies,Labels,13.216,0.2,4.2952,6,,,,,
CA-2016-112669,14/04/2016,14/04/2016,Same Day,West,Office Supplies,Storage,42.976,0.2,4.2976,0,,,,,
CA-2017-131492,19/10/2017,24/10/2017,Second Class,West,Office Supplies,Envelopes,8.96,0,4.3008,5,,,,,
CA-2014-111059,03/02/2014,06/02/2014,Second Class,West,Office Supplies,Binders,13.272,0.2,4.3134,3,,,,,
CA-2014-134313,01/11/2014,07/11/2014,Standard Class,West,Office Supplies,Art,43.176,0.2,4.3176,6,,,,,
CA-2014-122882,07/09/2014,13/09/2014,Standard Class,East,Technology,Phones,32.382,0.4,4.3176,6,,,,,
CA-2017-141873,09/10/2017,14/10/2017,Standard Class,East,Office Supplies,Binders,12.816,0.2,4.3254,5,,,,,
CA-2015-139850,12/06/2015,17/06/2015,Standard Class,East,Furniture,Furnishings,43.296,0.2,4.3296,5,,,,,
CA-2017-138464,08/07/2017,12/07/2017,Standard Class,West,Office Supplies,Art,13.12,0,4.3296,4,,,,,
CA-2014-101560,28/11/2014,01/12/2014,Second Class,South,Office Supplies,Art,13.12,0,4.3296,3,,,,,
CA-2015-168767,10/04/2015,15/04/2015,Standard Class,West,Office Supplies,Binders,12.832,0.2,4.3308,5,,,,,
CA-2014-141607,12/12/2014,17/12/2014,Standard Class,West,Furniture,Furnishings,43.31,0,4.331,5,,,,,
CA-2015-122287,18/06/2015,23/06/2015,Standard Class,West,Office Supplies,Paper,11.952,0.2,4.3326,5,,,,,
CA-2017-169264,14/08/2017,16/08/2017,Second Class,West,Office Supplies,Art,16.68,0,4.3368,2,,,,,
CA-2017-155873,16/06/2017,21/06/2017,Standard Class,West,Office Supplies,Supplies,16.68,0,4.3368,5,,,,,
CA-2017-116680,04/09/2017,06/09/2017,Second Class,West,Office Supplies,Binders,13.344,0.2,4.3368,2,,,,,
CA-2015-115847,19/09/2015,24/09/2015,Second Class,South,Furniture,Bookcases,61.96,0,4.3372,5,,,,,
CA-2015-167255,27/09/2015,29/09/2015,Second Class,West,Office Supplies,Storage,15.51,0,4.3428,2,,,,,
CA-2017-125367,23/07/2017,30/07/2017,Standard Class,East,Office Supplies,Binders,13.92,0.2,4.35,7,,,,,
US-2016-150035,01/12/2016,05/12/2016,Standard Class,West,Furniture,Furnishings,16.74,0,4.3524,4,,,,,
CA-2016-102134,14/03/2016,19/03/2016,Standard Class,Central,Furniture,Furnishings,16.74,0,4.3524,5,,,,,
CA-2015-110667,04/04/2015,08/04/2015,Standard Class,East,Office Supplies,Art,11.16,0,4.3524,4,,,,,
CA-2016-101525,01/05/2016,04/05/2016,Second Class,South,Office Supplies,Art,11.16,0,4.3524,3,,,,,
CA-2017-132185,27/11/2017,02/12/2017,Standard Class,South,Office Supplies,Appliances,43.584,0.2,4.3584,5,,,,,
US-2016-148901,14/05/2016,19/05/2016,Standard Class,South,Technology,Phones,43.6,0.2,4.36,5,,,,,
CA-2014-159709,10/05/2014,15/05/2014,Standard Class,West,Technology,Phones,43.6,0.2,4.36,5,,,,,
CA-2014-132010,13/10/2014,15/10/2014,First Class,South,Technology,Accessories,22.96,0,4.3624,2,,,,,
US-2016-100839,13/10/2016,17/10/2016,Standard Class,West,Furniture,Furnishings,24.96,0.2,4.368,4,,,,,
CA-2016-131639,17/12/2016,23/12/2016,Standard Class,West,Office Supplies,Binders,13.488,0.2,4.3836,6,,,,,
CA-2017-133095,04/06/2017,04/06/2017,Same Day,South,Office Supplies,Binders,9.54,0,4.3884,0,,,,,
US-2014-165862,13/07/2014,17/07/2014,Standard Class,West,Furniture,Tables,351.216,0.2,4.3902,4,,,,,
CA-2017-164378,15/07/2017,18/07/2017,Second Class,East,Office Supplies,Paper,8.96,0,4.3904,3,,,,,
CA-2015-136700,06/12/2015,11/12/2015,Second Class,West,Office Supplies,Paper,8.96,0,4.3904,5,,,,,
CA-2017-141117,02/10/2017,08/10/2017,Standard Class,West,Office Supplies,Supplies,39.072,0.2,4.3956,6,,,,,
CA-2015-137064,06/02/2015,13/02/2015,Standard Class,Central,Technology,Accessories,18.528,0.2,4.4004,7,,,,,
CA-2017-159100,16/10/2017,21/10/2017,Standard Class,South,Technology,Accessories,18.528,0.2,4.4004,5,,,,,
CA-2015-128013,09/08/2015,16/08/2015,Standard Class,East,Furniture,Furnishings,10.02,0,4.4088,7,,,,,
CA-2016-100510,12/05/2016,17/05/2016,Standard Class,East,Furniture,Furnishings,10.02,0,4.4088,5,,,,,
CA-2015-104486,01/05/2015,06/05/2015,Standard Class,West,Office Supplies,Binders,12.176,0.2,4.4138,5,,,,,
CA-2014-160766,14/09/2014,14/09/2014,Same Day,East,Technology,Phones,16.99,0,4.4174,0,,,,,
CA-2017-122175,12/05/2017,14/05/2017,Second Class,East,Office Supplies,Supplies,17,0,4.42,2,,,,,
CA-2017-131618,17/06/2017,20/06/2017,First Class,Central,Office Supplies,Paper,12.224,0.2,4.4312,3,,,,,
CA-2017-164168,12/11/2017,18/11/2017,Standard Class,Central,Office Supplies,Envelopes,12.224,0.2,4.4312,6,,,,,
US-2015-113327,26/05/2015,29/05/2015,Second Class,South,Office Supplies,Envelopes,12.224,0.2,4.4312,3,,,,,
CA-2015-117898,05/12/2015,11/12/2015,Standard Class,Central,Office Supplies,Envelopes,12.224,0.2,4.4312,6,,,,,
CA-2016-157266,26/05/2016,01/06/2016,Standard Class,East,Office Supplies,Binders,9.64,0,4.4344,6,,,,,
CA-2017-152912,09/11/2017,12/11/2017,Second Class,East,Office Supplies,Binders,9.64,0,4.4344,3,,,,,
CA-2014-168368,11/02/2014,15/02/2014,Second Class,Central,Office Supplies,Binders,9.64,0,4.4344,4,,,,,
CA-2014-107916,24/08/2014,26/08/2014,First Class,East,Office Supplies,Binders,12.672,0.2,4.4352,2,,,,,
CA-2015-111234,18/02/2015,22/02/2015,Standard Class,West,Office Supplies,Labels,9.24,0,4.4352,4,,,,,
CA-2014-113320,12/12/2014,15/12/2014,Second Class,West,Furniture,Furnishings,9.24,0,4.4352,3,,,,,
CA-2017-101574,28/09/2017,04/10/2017,Standard Class,West,Furniture,Furnishings,9.24,0,4.4352,6,,,,,
CA-2015-129532,08/12/2015,12/12/2015,Standard Class,West,Office Supplies,Storage,221.96,0,4.4392,4,,,,,
CA-2016-143441,05/11/2016,05/11/2016,Same Day,Central,Office Supplies,Labels,11.84,0.2,4.44,0,,,,,
CA-2016-155446,16/12/2016,23/12/2016,Standard Class,West,Technology,Accessories,21.21,0,4.4541,7,,,,,
CA-2016-165918,10/09/2016,14/09/2016,Standard Class,West,Office Supplies,Binders,14.256,0.2,4.455,4,,,,,
CA-2014-159520,06/06/2014,11/06/2014,Standard Class,East,Office Supplies,Supplies,17.14,0,4.4564,5,,,,,
CA-2015-124541,06/04/2015,10/04/2015,Standard Class,Central,Technology,Accessories,25.488,0.2,4.4604,4,,,,,
CA-2015-112823,10/12/2015,16/12/2015,Standard Class,East,Technology,Accessories,25.488,0.2,4.4604,6,,,,,
CA-2016-163384,10/11/2016,12/11/2016,First Class,West,Office Supplies,Binders,13.216,0.2,4.4604,2,,,,,
CA-2016-159009,23/09/2016,27/09/2016,Standard Class,West,Office Supplies,Binders,13.216,0.2,4.4604,4,,,,,
CA-2016-152940,10/11/2016,13/11/2016,First Class,West,Office Supplies,Storage,29.74,0,4.461,3,,,,,
CA-2016-113845,20/11/2016,25/11/2016,Standard Class,South,Office Supplies,Storage,39.72,0.2,4.4685,5,,,,,
US-2014-155502,26/01/2014,31/01/2014,Standard Class,South,Furniture,Furnishings,12.42,0,4.4712,5,,,,,
US-2016-139087,17/07/2016,22/07/2016,Second Class,West,Furniture,Furnishings,12.42,0,4.4712,5,,,,,
CA-2017-157448,16/11/2017,20/11/2017,Standard Class,West,Furniture,Furnishings,12.42,0,4.4712,4,,,,,
US-2016-125402,25/09/2016,01/10/2016,Standard Class,West,Technology,Phones,44.736,0.2,4.4736,6,,,,,
CA-2016-152408,15/05/2016,21/05/2016,Standard Class,East,Office Supplies,Binders,13.776,0.2,4.4772,6,,,,,
US-2016-113649,09/08/2016,12/08/2016,First Class,South,Technology,Phones,44.784,0.2,4.4784,3,,,,,
CA-2015-146262,02/01/2015,09/01/2015,Standard Class,East,Technology,Accessories,89.584,0.2,4.4792,7,,,,,
CA-2017-153822,19/09/2017,25/09/2017,Standard Class,West,Technology,Accessories,89.584,0.2,4.4792,6,,,,,
CA-2017-159464,18/05/2017,19/05/2017,First Class,South,Office Supplies,Appliances,17.24,0,4.4824,1,,,,,
CA-2015-123113,23/11/2015,27/11/2015,Second Class,East,Office Supplies,Art,17.94,0,4.485,4,,,,,
CA-2014-109904,14/07/2014,17/07/2014,Second Class,East,Office Supplies,Art,17.94,0,4.485,3,,,,,
CA-2014-165379,09/07/2014,15/07/2014,Standard Class,Central,Office Supplies,Paper,14.352,0.2,4.485,6,,,,,
US-2017-115252,20/10/2017,25/10/2017,Standard Class,South,Office Supplies,Paper,14.352,0.2,4.485,5,,,,,
US-2017-117534,25/03/2017,26/03/2017,First Class,West,Office Supplies,Art,16.02,0,4.4856,1,,,,,
CA-2015-124268,04/07/2015,08/07/2015,Standard Class,East,Office Supplies,Art,15.48,0,4.4892,4,,,,,
CA-2016-146423,21/04/2016,21/04/2016,Same Day,East,Office Supplies,Art,15.48,0,4.4892,0,,,,,
CA-2015-137946,01/09/2015,04/09/2015,Second Class,West,Office Supplies,Binders,14.368,0.2,4.49,3,,,,,
CA-2015-105627,08/03/2015,12/03/2015,Standard Class,Central,Office Supplies,Art,14.98,0,4.494,4,,,,,
CA-2016-157714,26/09/2016,01/10/2016,Second Class,Central,Office Supplies,Paper,9.99,0,4.4955,5,,,,,
CA-2016-157217,19/07/2016,21/07/2016,First Class,West,Technology,Phones,35.984,0.2,4.498,2,,,,,
CA-2014-146528,25/07/2014,27/07/2014,Second Class,West,Office Supplies,Supplies,15.52,0,4.5008,2,,,,,
US-2017-136679,14/11/2017,18/11/2017,Standard Class,Central,Office Supplies,Art,45.04,0.2,4.504,4,,,,,
CA-2015-142937,05/12/2015,06/12/2015,First Class,Central,Office Supplies,Art,45.04,0.2,4.504,1,,,,,
CA-2014-113320,12/12/2014,15/12/2014,Second Class,West,Furniture,Furnishings,12.54,0,4.5144,3,,,,,
CA-2017-115427,30/12/2017,03/01/2018,Standard Class,West,Office Supplies,Binders,13.904,0.2,4.5188,4,,,,,
CA-2017-151071,25/04/2017,29/04/2017,Second Class,West,Office Supplies,Binders,13.904,0.2,4.5188,4,,,,,
CA-2017-118122,17/11/2017,24/11/2017,Standard Class,West,Office Supplies,Binders,13.904,0.2,4.5188,7,,,,,
CA-2014-138198,18/07/2014,23/07/2014,Standard Class,East,Office Supplies,Binders,13.904,0.2,4.5188,5,,,,,
US-2017-119438,18/03/2017,23/03/2017,Standard Class,Central,Technology,Accessories,27.816,0.2,4.5201,5,,,,,
CA-2015-161263,16/04/2015,21/04/2015,Standard Class,East,Office Supplies,Appliances,45.216,0.2,4.5216,5,,,,,
US-2017-149510,03/12/2017,10/12/2017,Standard Class,South,Office Supplies,Appliances,45.216,0.2,4.5216,7,,,,,
CA-2015-143602,25/04/2015,28/04/2015,Second Class,West,Office Supplies,Binders,13.944,0.2,4.5318,3,,,,,
CA-2015-140984,14/09/2015,18/09/2015,Standard Class,East,Office Supplies,Binders,12.96,0.2,4.536,4,,,,,
CA-2014-140396,20/11/2014,25/11/2014,Standard Class,East,Office Supplies,Binders,12.96,0.2,4.536,5,,,,,
CA-2014-158771,09/05/2014,09/05/2014,Same Day,South,Office Supplies,Labels,9.45,0,4.536,0,,,,,
US-2017-126053,05/12/2017,08/12/2017,First Class,East,Office Supplies,Labels,9.45,0,4.536,3,,,,,
CA-2016-137127,16/06/2016,22/06/2016,Standard Class,East,Office Supplies,Labels,9.45,0,4.536,6,,,,,
US-2015-103996,29/03/2015,31/03/2015,Second Class,West,Office Supplies,Paper,9.87,0,4.5402,2,,,,,
US-2017-123204,21/07/2017,27/07/2017,Standard Class,East,Office Supplies,Appliances,17.48,0,4.5448,6,,,,,
CA-2016-123337,16/09/2016,22/09/2016,Standard Class,West,Office Supplies,Appliances,17.48,0,4.5448,6,,,,,
CA-2015-138674,14/11/2015,17/11/2015,First Class,West,Technology,Accessories,91.176,0.2,4.5588,3,,,,,
CA-2014-111500,17/08/2014,21/08/2014,Standard Class,South,Office Supplies,Fasteners,12.67,0,4.5612,4,,,,,
CA-2017-128755,04/05/2017,08/05/2017,Standard Class,South,Office Supplies,Storage,16.91,0,4.5657,4,,,,,
CA-2015-137974,16/04/2015,18/04/2015,First Class,South,Office Supplies,Binders,9.14,0,4.57,2,,,,,
CA-2015-127019,21/12/2015,25/12/2015,Standard Class,West,Office Supplies,Appliances,60.984,0.2,4.5738,4,,,,,
CA-2014-156433,20/09/2014,26/09/2014,Standard Class,West,Office Supplies,Labels,9.96,0,4.5816,6,,,,,
CA-2015-125423,13/12/2015,15/12/2015,Second Class,West,Office Supplies,Labels,9.96,0,4.5816,2,,,,,
CA-2017-164364,12/11/2017,16/11/2017,Standard Class,West,Office Supplies,Labels,9.96,0,4.5816,4,,,,,
US-2014-123183,19/11/2014,25/11/2014,Standard Class,East,Office Supplies,Labels,9.96,0,4.5816,6,,,,,
CA-2016-123176,27/09/2016,29/09/2016,Second Class,South,Office Supplies,Art,13.89,0,4.5837,2,,,,,
CA-2014-149104,05/04/2014,07/04/2014,Second Class,Central,Office Supplies,Art,13.89,0,4.5837,2,,,,,
CA-2016-109743,22/09/2016,29/09/2016,Standard Class,South,Office Supplies,Art,40.776,0.2,4.5873,7,,,,,
US-2015-139759,25/08/2015,30/08/2015,Standard Class,West,Furniture,Chairs,40.784,0.2,4.5882,5,,,,,
CA-2014-127964,03/03/2014,08/03/2014,Standard Class,East,Technology,Phones,9.99,0,4.5954,5,,,,,
CA-2015-108588,05/01/2015,10/01/2015,Standard Class,East,Office Supplies,Binders,13.168,0.2,4.6088,5,,,,,
US-2014-155817,03/10/2014,09/10/2014,Standard Class,South,Office Supplies,Storage,61.568,0.2,4.6176,6,,,,,
CA-2017-152660,04/12/2017,09/12/2017,Standard Class,Central,Office Supplies,Storage,61.568,0.2,4.6176,5,,,,,
CA-2014-134726,02/11/2014,07/11/2014,Second Class,West,Technology,Phones,52.792,0.2,4.6193,5,,,,,
CA-2017-114804,17/10/2017,19/10/2017,Second Class,West,Technology,Phones,52.792,0.2,4.6193,2,,,,,
CA-2015-103835,24/09/2015,28/09/2015,Standard Class,West,Furniture,Furnishings,14.91,0,4.6221,4,,,,,
CA-2015-113740,24/08/2015,28/08/2015,Second Class,East,Furniture,Furnishings,14.91,0,4.6221,4,,,,,
CA-2017-160927,29/01/2017,31/01/2017,Second Class,Central,Furniture,Furnishings,14.91,0,4.6221,2,,,,,
CA-2016-142398,12/04/2016,16/04/2016,Standard Class,West,Office Supplies,Binders,13.208,0.2,4.6228,4,,,,,
CA-2014-108189,02/10/2014,05/10/2014,First Class,West,Office Supplies,Envelopes,12.768,0.2,4.6284,3,,,,,
CA-2016-129126,14/12/2016,19/12/2016,Standard Class,East,Office Supplies,Storage,17.15,0,4.6305,5,,,,,
CA-2015-155761,11/12/2015,11/12/2015,Same Day,Central,Office Supplies,Storage,46.344,0.2,4.6344,0,,,,,
US-2017-155999,07/08/2017,13/08/2017,Standard Class,West,Office Supplies,Binders,13.76,0.2,4.644,6,,,,,
CA-2016-134334,14/02/2016,15/02/2016,First Class,East,Furniture,Furnishings,10.56,0,4.6464,1,,,,,
CA-2017-117457,08/12/2017,12/12/2017,Standard Class,West,Office Supplies,Paper,9.68,0,4.6464,4,,,,,
CA-2014-113271,09/07/2014,14/07/2014,Standard Class,West,Office Supplies,Binders,14.304,0.2,4.6488,5,,,,,
US-2017-161935,14/07/2017,18/07/2017,Standard Class,East,Office Supplies,Storage,62.04,0.2,4.653,4,,,,,
CA-2015-161998,01/05/2015,05/05/2015,Standard Class,South,Office Supplies,Supplies,41.376,0.2,4.6548,4,,,,,
CA-2017-118017,03/12/2017,06/12/2017,Second Class,West,Furniture,Furnishings,16.192,0.2,4.6552,3,,,,,
CA-2014-156587,07/03/2014,08/03/2014,First Class,West,Office Supplies,Art,17.94,0,4.6644,1,,,,,
CA-2016-164511,19/11/2016,24/11/2016,Standard Class,East,Office Supplies,Binders,14.352,0.2,4.6644,5,,,,,
CA-2014-110786,29/12/2014,02/01/2015,Standard Class,West,Office Supplies,Binders,14.352,0.2,4.6644,4,,,,,
CA-2016-161473,01/04/2016,05/04/2016,Standard Class,East,Office Supplies,Binders,14.352,0.2,4.6644,4,,,,,
CA-2015-131884,06/12/2015,06/12/2015,Same Day,East,Office Supplies,Art,37.376,0.2,4.672,0,,,,,
CA-2017-104745,29/05/2017,04/06/2017,Standard Class,Central,Office Supplies,Storage,53.424,0.2,4.6746,6,,,,,
US-2014-112872,06/12/2014,11/12/2014,Second Class,West,Office Supplies,Storage,53.424,0.2,4.6746,5,,,,,
CA-2015-130974,27/11/2015,29/11/2015,Second Class,East,Furniture,Furnishings,38.97,0,4.6764,2,,,,,
CA-2014-164182,14/07/2014,18/07/2014,Standard Class,East,Office Supplies,Art,41.584,0.2,4.6782,4,,,,,
CA-2014-124730,26/11/2014,26/11/2014,Same Day,East,Office Supplies,Binders,12.912,0.2,4.6806,0,,,,,
CA-2015-114069,13/07/2015,15/07/2015,Second Class,East,Office Supplies,Paper,9.96,0,4.6812,2,,,,,
CA-2017-169607,12/10/2017,15/10/2017,First Class,East,Office Supplies,Paper,9.96,0,4.6812,3,,,,,
US-2016-103674,06/12/2016,10/12/2016,Standard Class,West,Office Supplies,Binders,13.376,0.2,4.6816,4,,,,,
US-2016-156692,13/08/2016,13/08/2016,Same Day,South,Office Supplies,Appliances,17.34,0,4.6818,0,,,,,
CA-2017-148810,26/06/2017,01/07/2017,Standard Class,South,Office Supplies,Labels,13.872,0.2,4.6818,5,,,,,
CA-2014-160262,09/06/2014,13/06/2014,Second Class,West,Office Supplies,Art,18.06,0,4.6956,4,,,,,
CA-2016-156265,02/08/2016,04/08/2016,Second Class,West,Office Supplies,Binders,12.544,0.2,4.704,2,,,,,
CA-2014-104738,30/12/2014,01/01/2015,Second Class,Central,Office Supplies,Envelopes,12.984,0.2,4.7067,2,,,,,
